@209.161.198.176/28 209.161.198.160/28 88 : 88 80 : 80 0x11/0xFF
@203.124.178.48/28 203.124.183.192/28 123 : 123 23 : 23 0x11/0xFF
@175.54.90.240/28 209.161.199.160/28 53 : 53 21 : 21 0x11/0xFF
@175.54.96.176/28 209.161.199.160/28 123 : 123 544 : 544 0x11/0xFF
@5.220.189.176/28 5.220.186.176/28 750 : 750 123 : 123 0x11/0xFF
@5.220.188.48/28 6.54.125.224/28 67 : 67 25 : 25 0x11/0xFF
@6.188.134.16/28 6.188.129.80/28 162 : 162 123 : 123 0x11/0xFF
@6.188.134.16/28 89.178.111.192/28 750 : 750 123 : 123 0x11/0xFF
@65.170.11.64/28 66.45.212.208/28 53 : 53 110 : 110 0x11/0xFF
@223.95.160.232/32 175.54.102.165/32 1024 : 65535 80 : 80 0x11/0xFF
@209.161.199.214/32 209.161.192.251/32 1024 : 65535 22 : 22 0x11/0xFF
@209.192.9.126/32 211.117.101.86/32 1024 : 65535 69 : 69 0x11/0xFF
@203.124.179.133/32 200.250.134.78/32 1024 : 65535 22 : 22 0x11/0xFF
@203.124.136.116/32 203.124.141.150/32 1024 : 65535 123 : 123 0x11/0xFF
@175.54.96.171/32 175.54.96.186/32 1024 : 65535 750 : 750 0x11/0xFF
@175.54.96.171/32 175.54.102.165/32 1024 : 65535 161 : 161 0x11/0xFF
@6.188.134.10/32 5.220.186.177/32 1024 : 65535 443 : 443 0x11/0xFF
@6.188.134.10/32 6.188.132.172/32 1024 : 65535 25 : 25 0x11/0xFF
@64.128.44.224/32 5.220.186.177/32 1024 : 65535 179 : 179 0x11/0xFF
@64.128.44.224/32 64.128.43.248/32 1024 : 65535 22 : 22 0x11/0xFF
@65.170.11.72/32 66.45.212.138/32 1024 : 65535 750 : 750 0x11/0xFF
@89.178.104.114/32 89.178.107.186/32 1024 : 65535 22 : 22 0x11/0xFF
@209.192.9.126/32 220.223.123.70/32 0 : 65535 161 : 161 0x06/0xFF
@209.192.8.216/32 209.192.8.194/32 0 : 65535 69 : 69 0x06/0xFF
@175.54.90.234/32 209.161.199.172/32 0 : 65535 544 : 544 0x06/0xFF
@175.54.96.171/32 209.161.199.172/32 0 : 65535 110 : 110 0x06/0xFF
@175.54.96.171/32 175.54.102.165/32 0 : 65535 67 : 67 0x06/0xFF
@6.188.134.10/32 5.220.186.177/32 0 : 65535 119 : 119 0x06/0xFF
@6.188.134.10/32 5.220.186.177/32 0 : 65535 1999 : 1999 0x06/0xFF
@209.192.8.11/32 209.192.15.130/32 88 : 88 1024 : 65535 0x11/0xFF
@202.97.30.161/32 175.54.102.165/32 750 : 750 1024 : 65535 0x11/0xFF
@175.54.96.171/32 164.155.79.197/32 53 : 53 1024 : 65535 0x11/0xFF
@6.188.134.10/32 89.178.111.221/32 123 : 123 1024 : 65535 0x11/0xFF
@64.128.45.187/32 5.220.186.179/32 123 : 123 1024 : 65535 0x11/0xFF
@89.178.104.114/32 85.171.169.107/32 750 : 750 1024 : 65535 0x11/0xFF
@6.188.134.10/32 5.220.186.177/32 0 : 65535 53 : 53 0x11/0xFF
@202.97.31.178/32 175.54.102.165/32 1024 : 65535 1024 : 65535 0x06/0xFF
@202.97.30.163/32 202.97.27.9/32 1024 : 65535 1024 : 65535 0x06/0xFF
@175.54.90.215/32 209.161.199.172/32 1024 : 65535 1024 : 65535 0x06/0xFF
@175.54.96.171/32 175.54.96.186/32 1024 : 65535 1024 : 65535 0x06/0xFF
@6.188.134.10/32 5.220.186.177/32 1024 : 65535 1024 : 65535 0x06/0xFF
@6.188.134.10/32 89.178.111.221/32 1024 : 65535 1024 : 65535 0x06/0xFF
@78.59.69.82/32 5.220.186.179/32 1024 : 65535 1024 : 65535 0x06/0xFF
@64.128.44.224/32 5.220.186.177/32 1024 : 65535 1024 : 65535 0x06/0xFF
@65.170.11.72/32 5.220.186.177/32 1024 : 65535 1024 : 65535 0x06/0xFF
@89.66.135.125/32 5.220.186.177/32 1024 : 65535 1024 : 65535 0x06/0xFF
@89.178.104.114/32 89.178.111.221/32 1024 : 65535 1024 : 65535 0x06/0xFF
@202.97.31.178/32 175.54.102.165/32 1024 : 65535 1024 : 65535 0x11/0xFF
@203.124.178.50/32 200.250.134.151/32 1024 : 65535 1024 : 65535 0x11/0xFF
@175.54.90.234/32 175.54.92.45/32 1024 : 65535 1024 : 65535 0x11/0xFF
@175.54.96.171/32 209.161.199.172/32 1024 : 65535 1024 : 65535 0x11/0xFF
@175.54.96.171/32 164.155.79.147/32 1024 : 65535 1024 : 65535 0x11/0xFF
@13.2.253.249/32 13.2.255.93/32 1024 : 65535 1024 : 65535 0x11/0xFF
@13.175.50.87/32 5.220.186.177/32 1024 : 65535 1024 : 65535 0x11/0xFF
@65.170.11.66/32 5.220.186.177/32 1024 : 65535 1024 : 65535 0x06/0xFF
@89.178.104.114/32 87.103.30.144/32 1024 : 65535 1024 : 65535 0x11/0xFF
@209.192.8.11/32 0.0.0.0/0 88 : 88 80 : 80 0x11/0xFF
@202.97.30.175/32 0.0.0.0/0 24032 : 24032 22 : 22 0x11/0xFF
@202.97.30.165/32 0.0.0.0/0 123 : 123 139 : 139 0x11/0xFF
@175.54.96.171/32 0.0.0.0/0 53 : 53 179 : 179 0x11/0xFF
@175.54.96.171/32 0.0.0.0/0 88 : 88 750 : 750 0x11/0xFF
@65.170.11.66/32 0.0.0.0/0 53 : 53 67 : 67 0x11/0xFF
@89.178.104.114/32 0.0.0.0/0 53 : 53 161 : 161 0x11/0xFF
@0.0.0.0/0 5.220.186.179/32 53 : 53 25 : 25 0x11/0xFF
@0.0.0.0/0 89.178.107.186/32 53 : 53 80 : 80 0x11/0xFF
@0.0.0.0/0 89.178.107.186/32 7648 : 7648 123 : 123 0x11/0xFF
@0.0.0.0/0 89.178.111.221/32 750 : 750 25 : 25 0x11/0xFF
@0.0.0.0/0 89.178.111.221/32 69 : 69 179 : 179 0x11/0xFF
@0.0.0.0/0 175.54.96.136/32 7648 : 7648 67 : 67 0x11/0xFF
@0.0.0.0/0 175.54.102.165/32 161 : 161 119 : 119 0x11/0xFF
@0.0.0.0/0 175.54.102.165/32 24032 : 24032 25 : 25 0x11/0xFF
@0.0.0.0/0 209.161.192.97/32 123 : 123 22 : 22 0x11/0xFF
@0.0.0.0/0 209.161.192.97/32 53 : 53 123 : 123 0x11/0xFF
@0.0.0.0/0 209.161.198.163/32 123 : 123 5999 : 5999 0x11/0xFF
@209.161.250.148/30 175.54.102.165/32 0 : 65535 0 : 65535 0x01/0xFF
@175.54.90.236/30 175.54.90.255/32 0 : 65535 0 : 65535 0x06/0xFF
@175.54.90.236/30 164.155.79.197/32 0 : 65535 0 : 65535 0x06/0xFF
@175.54.96.172/30 209.161.199.172/32 0 : 65535 0 : 65535 0x06/0xFF
@175.54.96.172/30 175.54.102.165/32 0 : 65535 0 : 65535 0x06/0xFF
@175.54.96.172/30 164.155.79.147/32 0 : 65535 0 : 65535 0x01/0xFF
@6.188.134.12/30 89.178.111.221/32 0 : 65535 0 : 65535 0x06/0xFF
@78.59.69.84/30 5.220.186.179/32 0 : 65535 0 : 65535 0x06/0xFF
@89.178.104.116/30 89.178.111.221/32 0 : 65535 0 : 65535 0x01/0xFF
@209.161.199.183/32 209.161.199.168/30 0 : 65535 0 : 65535 0x06/0xFF
@175.54.96.171/32 172.232.57.196/30 0 : 65535 0 : 65535 0x06/0xFF
@175.54.96.171/32 172.232.57.184/30 0 : 65535 0 : 65535 0x06/0xFF
@6.188.134.10/32 89.178.111.216/30 0 : 65535 0 : 65535 0x06/0xFF
@64.128.45.59/32 5.220.186.180/30 0 : 65535 0 : 65535 0x06/0xFF
@89.178.104.114/32 89.178.111.216/30 0 : 65535 0 : 65535 0x01/0xFF
@89.178.104.114/32 5.220.186.180/30 0 : 65535 0 : 65535 0x06/0xFF
@209.192.8.12/30 209.192.15.128/32 0 : 65535 0 : 65535 0x2f/0xFF
@175.54.90.40/30 209.161.199.172/32 0 : 65535 0 : 65535 0x2f/0xFF
@175.54.90.40/30 175.54.92.45/32 0 : 65535 0 : 65535 0x2f/0xFF
@175.54.90.36/30 175.54.90.62/32 0 : 65535 0 : 65535 0x2f/0xFF
@175.54.96.172/30 173.76.130.238/32 0 : 65535 0 : 65535 0x2f/0xFF
@6.188.134.12/30 89.178.111.221/32 0 : 65535 0 : 65535 0x2f/0xFF
@89.178.104.116/30 89.178.107.186/32 0 : 65535 0 : 65535 0x06/0xFF
@202.97.30.165/32 202.97.28.148/30 0 : 65535 0 : 65535 0x2f/0xFF
@175.54.90.47/32 175.54.92.44/30 0 : 65535 0 : 65535 0x2f/0xFF
@0.0.0.0/0 0.0.0.0/0 0 : 65535 0 : 65535 0x00/0x00
